,Unnamed: 0,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path,overlap_ms,s1_silence_start_ms,s1_silence_end_ms
3076,3076,13F,sx147,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx147.wav,01M,sx6,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx6.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/13F/straightcam/sx147.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx147_01M_sx6.wav,4000,4000.0,4000.0
3077,3077,13F,sx148,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx148.wav,39M,sx106,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx106.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/13F/straightcam/sx148.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx148_39M_sx106.wav,4000,4000.0,4000.0
3078,3078,13F,sx149,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx149.wav,02M,si2179,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si2179.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/13F/straightcam/sx149.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx149_02M_si2179.wav,4000,4000.0,4000.0
3079,3079,13F,sx150,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx150.wav,39M,sx273,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx273.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/13F/straightcam/sx150.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx150_39M_sx273.wav,4000,4000.0,4000.0
3080,3080,13F,sx151,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx151.wav,05F,sx324,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx324.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/13F/straightcam/sx151.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx151_05F_sx324.wav,4000,4000.0,4000.0
3081,3081,13F,sx152,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx152.wav,02M,sx23,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx23.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/13F/straightcam/sx152.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx152_02M_sx23.wav,4000,4000.0,4000.0
3082,3082,13F,sx154,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx154.wav,22M,sx76,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx76.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/13F/straightcam/sx154.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx154_22M_sx76.wav,4000,4000.0,4000.0
3083,3083,13F,sx155,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx155.wav,02M,sx109,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx109.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/13F/straightcam/sx155.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx155_02M_sx109.wav,4000,4000.0,4000.0
3084,3084,13F,sx156,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx156.wav,02M,si925,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si925.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/13F/straightcam/sx156.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx156_02M_si925.wav,4000,4000.0,4000.0
3085,3085,13F,sx157,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx157.wav,38F,si1625,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/si1625.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/13F/straightcam/sx157.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx157_38F_si1625.wav,4000,4000.0,4000.0
3086,3086,13F,sx158,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx158.wav,39M,sx100,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx100.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/13F/straightcam/sx158.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx158_39M_sx100.wav,3925,3925.375,4000.0
3087,3087,13F,sx159,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx159.wav,02M,si666,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si666.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/13F/straightcam/sx159.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx159_02M_si666.wav,4000,4000.0,4000.0
3088,3088,13F,sx202,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx202.wav,46F,sx190,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sx190.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/13F/straightcam/sx202.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx202_46F_sx190.wav,3242,3242.6875,3861.375
3089,3089,13F,sx237,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx237.wav,48M,si1227,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/si1227.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/13F/straightcam/sx237.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx237_48M_si1227.wav,3434,3434.75,4000.0
3090,3090,13F,sx238,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx238.wav,07F,sx346,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx346.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/13F/straightcam/sx238.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx238_07F_sx346.wav,4000,4000.0,4000.0
3091,3091,13F,sx239,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx239.wav,12M,si1738,/project/pi_mfiterau_umass_edu/TCD_TIMIT/12M/straightcam/si1738.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/13F/straightcam/sx239.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx239_12M_si1738.wav,4000,4000.0,4000.0
3092,3092,13F,sx240,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx240.wav,16M,sx284,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx284.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/13F/straightcam/sx240.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx240_16M_sx284.wav,4000,4000.0,4000.0
3093,3093,13F,sx241,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx241.wav,11F,sx42,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx42.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/13F/straightcam/sx241.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx241_11F_sx42.wav,4000,4000.0,4000.0
3094,3094,13F,sx242,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx242.wav,24M,si470,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/si470.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/13F/straightcam/sx242.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx242_24M_si470.wav,4000,4000.0,4000.0
3095,3095,13F,sx244,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx244.wav,32F,sx296,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx296.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/13F/straightcam/sx244.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx244_32F_sx296.wav,4000,4000.0,4000.0
3096,3096,13F,sx245,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx245.wav,11F,sx43,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx43.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/13F/straightcam/sx245.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx245_11F_sx43.wav,3968,3968.0625,4000.0
3097,3097,13F,sx246,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx246.wav,17F,si2089,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/si2089.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/13F/straightcam/sx246.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx246_17F_si2089.wav,3882,3882.6875,4000.0
3098,3098,13F,sx247,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx247.wav,07F,sx262,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx262.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/13F/straightcam/sx247.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx247_07F_sx262.wav,4000,4000.0,4000.0
3099,3099,13F,sx248,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx248.wav,32F,si1193,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1193.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/13F/straightcam/sx248.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx248_32F_si1193.wav,3989,3989.375,4000.0
3100,3100,13F,sx249,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx249.wav,52M,sx417,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/sx417.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/13F/straightcam/sx249.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx249_52M_sx417.wav,3968,3968.0625,4000.0
3101,3101,13F,sx327,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx327.wav,43F,sx59,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx59.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/13F/straightcam/sx327.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx327_43F_sx59.wav,4000,4000.0,4000.0
3102,3102,13F,sx328,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx328.wav,43F,sx149,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx149.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/13F/straightcam/sx328.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx328_43F_sx149.wav,4000,4000.0,4000.0
3103,3103,13F,sx329,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx329.wav,46F,sx373,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sx373.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/13F/straightcam/sx329.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx329_46F_sx373.wav,4000,4000.0,4000.0
3104,3104,13F,sx330,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx330.wav,05F,si512,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si512.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/13F/straightcam/sx330.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx330_05F_si512.wav,4000,4000.0,4000.0
3105,3105,13F,sx331,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx331.wav,16M,sx350,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx350.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/13F/straightcam/sx331.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx331_16M_sx350.wav,4000,4000.0,4000.0
3106,3106,13F,sx332,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx332.wav,07F,si2246,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si2246.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/13F/straightcam/sx332.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx332_07F_si2246.wav,4000,4000.0,4000.0
3107,3107,13F,sx334,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx334.wav,46F,si731,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si731.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/13F/straightcam/sx334.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx334_46F_si731.wav,3989,3989.375,3989.375
3108,3108,13F,sx335,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx335.wav,50F,sx52,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/sx52.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/13F/straightcam/sx335.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx335_50F_sx52.wav,4000,4000.0,4000.0
3109,3109,13F,sx337,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx337.wav,05F,sx241,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx241.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/13F/straightcam/sx337.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx337_05F_sx241.wav,4000,4000.0,4000.0
3110,3110,13F,sx338,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx338.wav,32F,sx110,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx110.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/13F/straightcam/sx338.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx338_32F_sx110.wav,4000,4000.0,4000.0
3111,3111,13F,sx339,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx339.wav,03F,sx302,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/sx302.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/13F/straightcam/sx339.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx339_03F_sx302.wav,3968,3968.0625,4000.0
3112,3112,13F,sx417,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx417.wav,23M,sx276,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx276.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/13F/straightcam/sx417.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx417_23M_sx276.wav,4000,4000.0,4000.0
3113,3113,13F,sx418,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx418.wav,47M,sx423,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx423.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/13F/straightcam/sx418.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx418_47M_sx423.wav,4000,4000.0,4000.0
3114,3114,13F,sx419,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx419.wav,05F,sx411,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx411.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/13F/straightcam/sx419.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx419_05F_sx411.wav,4000,4000.0,4000.0
3115,3115,13F,sx420,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx420.wav,38F,sx362,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx362.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/13F/straightcam/sx420.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx420_38F_sx362.wav,4000,4000.0,4000.0
3116,3116,13F,sx421,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx421.wav,43F,si1233,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si1233.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/13F/straightcam/sx421.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx421_43F_si1233.wav,4000,4000.0,4000.0
3117,3117,13F,sx422,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx422.wav,31F,si635,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si635.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/13F/straightcam/sx422.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx422_31F_si635.wav,4000,4000.0,4000.0
3118,3118,13F,sx424,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx424.wav,19M,sx131,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/sx131.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/13F/straightcam/sx424.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx424_19M_sx131.wav,4000,4000.0,4000.0
3119,3119,13F,sx425,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx425.wav,24M,sx3,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx3.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/13F/straightcam/sx425.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx425_24M_sx3.wav,3584,3584.0625,3584.0625
3120,3120,13F,sx426,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx426.wav,47M,sx113,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx113.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/13F/straightcam/sx426.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx426_47M_sx113.wav,4000,4000.0,4000.0
3121,3121,13F,sx427,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx427.wav,38F,si1830,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/si1830.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/13F/straightcam/sx427.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx427_38F_si1830.wav,4000,4000.0,4000.0
3122,3122,13F,sx428,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx428.wav,30F,sx271,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/sx271.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/13F/straightcam/sx428.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx428_30F_sx271.wav,4000,4000.0,4000.0
3123,3123,13F,sx429,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx429.wav,02M,sx306,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx306.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/13F/straightcam/sx429.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx429_02M_sx306.wav,4000,4000.0,4000.0
3124,3124,13F,sx57,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx57.wav,22M,sx263,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx263.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/13F/straightcam/sx57.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx57_22M_sx263.wav,4000,4000.0,4000.0
3125,3125,13F,sx58,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx58.wav,43F,sx426,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx426.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/13F/straightcam/sx58.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx58_43F_sx426.wav,4000,4000.0,4000.0
3126,3126,13F,sx59,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx59.wav,31F,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sa1.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/13F/straightcam/sx59.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx59_31F_sa1.wav,3605,3605.375,4000.0
3127,3127,13F,sx60,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx60.wav,23M,sx276,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx276.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/13F/straightcam/sx60.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx60_23M_sx276.wav,4000,4000.0,4000.0
3128,3128,13F,sx61,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx61.wav,52M,sx62,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/sx62.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/13F/straightcam/sx61.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx61_52M_sx62.wav,4000,4000.0,4000.0
3129,3129,13F,sx62,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx62.wav,19M,si767,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/si767.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/13F/straightcam/sx62.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx62_19M_si767.wav,4000,4000.0,4000.0
3130,3130,13F,sx64,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx64.wav,43F,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sa1.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/13F/straightcam/sx64.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx64_43F_sa1.wav,4000,4000.0,4000.0
3131,3131,13F,sx65,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx65.wav,43F,sx334,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx334.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/13F/straightcam/sx65.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx65_43F_sx334.wav,4000,4000.0,4000.0
3132,3132,13F,sx66,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx66.wav,46F,si1270,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1270.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/13F/straightcam/sx66.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx66_46F_si1270.wav,4000,4000.0,4000.0
3133,3133,13F,sx67,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx67.wav,07F,si1616,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si1616.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/13F/straightcam/sx67.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/13F_sx67_07F_si1616.wav,4000,4000.0,4000.0
