,spk,fid,audio_path,gray_video_path,optical_flow_path,audio_length,video_length,video_H,video_W
4694,48M,sx140,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx140.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx140.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx140.npy,72363,282,67,67
4695,48M,sx142,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx142.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx142.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx142.npy,88065,344,67,67
4696,48M,sx143,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx143.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx143.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx143.npy,78166,304,67,67
4697,48M,sx144,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx144.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx144.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx144.npy,67243,261,67,67
4698,48M,sx145,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx145.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx145.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx145.npy,68950,267,67,67
4699,48M,sx146,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx146.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx146.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx146.npy,66560,259,67,67
4700,48M,sx147,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx147.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx147.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx147.npy,76800,298,67,67
4701,48M,sx225,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx225.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx225.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx225.npy,66902,261,67,67
4702,48M,sx226,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx226.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx226.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx226.npy,73387,286,67,67
4703,48M,sx227,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx227.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx227.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx227.npy,60417,234,67,67
4704,48M,sx228,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx228.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx228.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx228.npy,64854,252,67,67
4705,48M,sx229,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx229.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx229.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx229.npy,53932,209,67,67
4706,48M,sx230,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx230.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx230.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx230.npy,81920,319,67,67
4707,48M,sx232,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx232.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx232.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx232.npy,82603,321,67,67
4708,48M,sx233,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx233.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx233.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx233.npy,67243,261,67,67
4709,48M,sx234,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx234.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx234.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx234.npy,76118,296,67,67
4710,48M,sx235,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx235.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx235.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx235.npy,70316,273,67,67
4711,48M,sx236,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx236.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx236.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx236.npy,71680,277,67,67
4712,48M,sx237,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx237.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx237.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx237.npy,54614,211,67,67
4713,48M,sx254,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx254.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx254.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx254.npy,68267,265,67,67
4714,48M,sx315,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx315.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx315.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx315.npy,69633,271,67,67
4715,48M,sx316,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx316.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx316.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx316.npy,74070,288,67,67
4716,48M,sx317,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx317.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx317.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx317.npy,71339,277,67,67
4717,48M,sx318,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx318.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx318.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx318.npy,67243,261,67,67
4718,48M,sx319,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx319.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx319.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx319.npy,76118,296,67,67
4719,48M,sx320,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx320.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx320.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx320.npy,81920,319,67,67
4720,48M,sx322,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx322.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx322.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx322.npy,66560,259,67,67
4721,48M,sx323,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx323.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx323.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx323.npy,72705,284,67,67
4722,48M,sx324,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx324.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx324.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx324.npy,92502,361,67,67
4723,48M,sx325,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx325.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx325.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx325.npy,68609,267,67,67
4724,48M,sx326,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx326.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx326.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx326.npy,65878,257,67,67
4725,48M,sx405,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx405.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx405.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx405.npy,74070,288,67,67
4726,48M,sx406,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx406.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx406.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx406.npy,78849,307,67,67
4727,48M,sx407,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx407.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx407.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx407.npy,82262,319,67,67
4728,48M,sx408,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx408.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx408.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx408.npy,71680,277,67,67
4729,48M,sx409,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx409.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx409.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx409.npy,82262,321,67,67
4730,48M,sx410,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx410.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx410.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx410.npy,75436,292,67,67
4731,48M,sx412,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx412.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx412.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx412.npy,73729,286,67,67
4732,48M,sx413,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx413.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx413.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx413.npy,80556,313,67,67
4733,48M,sx414,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx414.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx414.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx414.npy,72022,279,67,67
4734,48M,sx415,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx415.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx415.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx415.npy,67926,265,67,67
4735,48M,sx416,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx416.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx416.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx416.npy,69974,273,67,67
4736,48M,sx417,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx417.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx417.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx417.npy,81238,317,67,67
4737,48M,sx45,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx45.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx45.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx45.npy,69974,271,67,67
4738,48M,sx46,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx46.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx46.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx46.npy,69292,269,67,67
4739,48M,sx47,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx47.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx47.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx47.npy,69974,271,67,67
4740,48M,sx48,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx48.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx48.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx48.npy,82945,323,67,67
4741,48M,sx49,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx49.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx49.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx49.npy,70316,273,67,67
4742,48M,sx50,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx50.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx50.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx50.npy,78849,307,67,67
4743,48M,sx52,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx52.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx52.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx52.npy,70998,275,67,67
4744,48M,sx53,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx53.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx53.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx53.npy,68609,265,67,67
4745,48M,sx54,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx54.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx54.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx54.npy,83969,327,67,67
4746,48M,sx55,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx55.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx55.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx55.npy,74412,290,67,67
4747,48M,sx56,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx56.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx56.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx56.npy,74070,288,67,67
4748,48M,sx57,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx57.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/48M/sx57.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/48M/sx57.npy,72022,279,67,67
4749,49F,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/sa1.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/sa1.npy,78507,307,67,67
4750,49F,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/sa2.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/sa2.npy,70657,275,67,67
4751,49F,si1035,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1035.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1035.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1035.npy,66902,261,67,67
4752,49F,si1122,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1122.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1122.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1122.npy,75777,294,67,67
4753,49F,si1126,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1126.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1126.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1126.npy,70657,275,67,67
4754,49F,si1127,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1127.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1127.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1127.npy,93526,363,67,67
4755,49F,si1229,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1229.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1229.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1229.npy,102400,398,67,67
4756,49F,si1272,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1272.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1272.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1272.npy,52225,202,67,67
4757,49F,si1308,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1308.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1308.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1308.npy,106497,415,67,67
4758,49F,si1310,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1310.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1310.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1310.npy,75094,292,67,67
4759,49F,si1323,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1323.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1323.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1323.npy,79190,309,67,67
4760,49F,si1480,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1480.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1480.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1480.npy,99329,388,67,67
4761,49F,si1491,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1491.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1491.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1491.npy,97963,382,67,67
4762,49F,si1579,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1579.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1579.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1579.npy,63147,244,67,67
4763,49F,si1752,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1752.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1752.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1752.npy,92502,361,67,67
4764,49F,si1756,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1756.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1756.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1756.npy,86017,334,67,67
4765,49F,si1757,/project/pi_mfiterau_umass_edu/TCD_TIMIT/49F/straightcam/si1757.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/49F/si1757.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/49F/si1757.npy,97280,377,67,67
