,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path
2817,16M,sx364,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx364.wav,39M,si1958,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si1958.wav,Babble,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/20/volunteers/16M/straightcam/sx364.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx364_39M_si1958.wav
2818,16M,sx365,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx365.wav,59F,sx59,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx59.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/16M/straightcam/sx365.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx365_59F_sx59.wav
2819,16M,sx366,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx366.wav,07F,si2067,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si2067.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/16M/straightcam/sx366.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx366_07F_si2067.wav
2820,16M,sx367,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx367.wav,38F,sx13,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx13.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/16M/straightcam/sx367.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx367_38F_sx13.wav
2821,16M,sx368,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx368.wav,42M,si1311,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/si1311.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/16M/straightcam/sx368.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx368_42M_si1311.wav
2822,16M,sx369,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx369.wav,11F,sx42,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx42.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/16M/straightcam/sx369.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx369_11F_sx42.wav
2823,16M,sx370,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx370.wav,23M,sx8,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx8.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/16M/straightcam/sx370.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx370_23M_sx8.wav
2824,16M,sx371,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx371.wav,50F,sx141,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/sx141.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/16M/straightcam/sx371.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx371_50F_sx141.wav
2825,16M,sx372,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx372.wav,06M,si1329,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/si1329.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/16M/straightcam/sx372.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx372_06M_si1329.wav
2826,16M,sx373,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx373.wav,07F,sx86,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx86.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/16M/straightcam/sx373.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx373_07F_sx86.wav
2827,16M,sx374,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx374.wav,42M,si1047,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/si1047.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/16M/straightcam/sx374.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx374_42M_si1047.wav
2828,16M,sx4,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx4.wav,06M,si2148,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/si2148.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/16M/straightcam/sx4.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx4_06M_si2148.wav
2829,16M,sx440,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx440.wav,37F,si706,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si706.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/16M/straightcam/sx440.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx440_37F_si706.wav
2830,16M,sx5,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx5.wav,06M,si1690,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/si1690.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/16M/straightcam/sx5.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx5_06M_si1690.wav
2831,16M,sx6,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx6.wav,07F,si1524,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si1524.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/16M/straightcam/sx6.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx6_07F_si1524.wav
2832,16M,sx7,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx7.wav,19M,si2291,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/si2291.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/16M/straightcam/sx7.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx7_19M_si2291.wav
2833,16M,sx8,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx8.wav,59F,si2047,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/si2047.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/16M/straightcam/sx8.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx8_59F_si2047.wav
2834,16M,sx80,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx80.wav,03F,sx38,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/sx38.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/16M/straightcam/sx80.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx80_03F_sx38.wav
2835,16M,sx9,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx9.wav,26M,sx132,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/sx132.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/16M/straightcam/sx9.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx9_26M_sx132.wav
2836,16M,sx94,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx94.wav,24M,sx290,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx290.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/16M/straightcam/sx94.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx94_24M_sx290.wav
2837,16M,sx95,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx95.wav,22M,sx355,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx355.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/16M/straightcam/sx95.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx95_22M_sx355.wav
2838,16M,sx96,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx96.wav,02M,si2271,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si2271.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/16M/straightcam/sx96.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx96_02M_si2271.wav
2839,16M,sx97,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx97.wav,23M,si1535,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/si1535.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/16M/straightcam/sx97.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx97_23M_si1535.wav
2840,16M,sx98,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx98.wav,04M,sx222,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sx222.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/16M/straightcam/sx98.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx98_04M_sx222.wav
2841,16M,sx99,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx99.wav,38F,sx179,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx179.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/16M/straightcam/sx99.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/16M_sx99_38F_sx179.wav
2842,52M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/sa1.wav,57M,sx369,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/sx369.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/52M/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_sa1_57M_sx369.wav
2843,52M,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/sa2.wav,46F,si1991,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1991.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/52M/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_sa2_46F_si1991.wav
2844,52M,si1034,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1034.wav,47M,si1366,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si1366.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/52M/straightcam/si1034.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1034_47M_si1366.wav
2845,52M,si1046,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1046.wav,24M,sx280,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx280.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/52M/straightcam/si1046.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1046_24M_sx280.wav
2846,52M,si1052,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1052.wav,29M,si1516,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/si1516.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/52M/straightcam/si1052.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1052_29M_si1516.wav
2847,52M,si1053,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1053.wav,40F,si562,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/si562.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/52M/straightcam/si1053.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1053_40F_si562.wav
2848,52M,si1135,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1135.wav,07F,si1340,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si1340.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/52M/straightcam/si1135.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1135_07F_si1340.wav
2849,52M,si1137,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1137.wav,07F,sx436,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx436.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/52M/straightcam/si1137.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1137_07F_sx436.wav
2850,52M,si1138,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1138.wav,31F,si1364,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si1364.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/52M/straightcam/si1138.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1138_31F_si1364.wav
2851,52M,si1223,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1223.wav,20M,sx149,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/sx149.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/52M/straightcam/si1223.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1223_20M_sx149.wav
2852,52M,si1259,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1259.wav,37F,si2240,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si2240.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/52M/straightcam/si1259.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1259_37F_si2240.wav
2853,52M,si1269,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1269.wav,10M,sx22,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/sx22.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/52M/straightcam/si1269.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1269_10M_sx22.wav
2854,52M,si1499,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1499.wav,19M,sx46,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/sx46.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/52M/straightcam/si1499.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1499_19M_sx46.wav
2855,52M,si1551,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1551.wav,22M,sx348,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx348.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/52M/straightcam/si1551.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1551_22M_sx348.wav
2856,52M,si1620,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1620.wav,10M,si1920,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/si1920.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/52M/straightcam/si1620.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1620_10M_si1920.wav
2857,52M,si1676,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1676.wav,24M,sx372,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx372.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/52M/straightcam/si1676.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1676_24M_sx372.wav
2858,52M,si1682,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1682.wav,10M,si751,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/si751.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/52M/straightcam/si1682.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1682_10M_si751.wav
2859,52M,si1683,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1683.wav,05F,si512,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si512.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/52M/straightcam/si1683.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1683_05F_si512.wav
2860,52M,si1765,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1765.wav,37F,sx258,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx258.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/52M/straightcam/si1765.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1765_37F_sx258.wav
2861,52M,si1767,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1767.wav,19M,si490,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/si490.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/52M/straightcam/si1767.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1767_19M_si490.wav
2862,52M,si1768,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1768.wav,57M,si2149,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/si2149.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/52M/straightcam/si1768.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1768_57M_si2149.wav
2863,52M,si1853,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1853.wav,16M,sx193,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx193.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/52M/straightcam/si1853.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1853_16M_sx193.wav
2864,52M,si1860,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si1860.wav,26M,sx40,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/sx40.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/52M/straightcam/si1860.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si1860_26M_sx40.wav
2865,52M,si2032,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si2032.wav,21M,sx339,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx339.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/52M/straightcam/si2032.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si2032_21M_sx339.wav
2866,52M,si2034,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si2034.wav,40F,si2181,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/si2181.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/52M/straightcam/si2034.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si2034_40F_si2181.wav
2867,52M,si2041,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si2041.wav,46F,sx371,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sx371.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/52M/straightcam/si2041.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si2041_46F_sx371.wav
2868,52M,si2129,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si2129.wav,02M,sx23,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx23.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/52M/straightcam/si2129.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si2129_02M_sx23.wav
2869,52M,si2312,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si2312.wav,51F,si2288,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/si2288.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/52M/straightcam/si2312.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si2312_51F_si2288.wav
2870,52M,si507,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si507.wav,04M,si1939,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1939.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/52M/straightcam/si507.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si507_04M_si1939.wav
2871,52M,si508,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si508.wav,06M,sx431,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx431.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/52M/straightcam/si508.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si508_06M_sx431.wav
2872,52M,si552,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si552.wav,22M,sx348,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx348.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/52M/straightcam/si552.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si552_22M_sx348.wav
2873,52M,si593,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si593.wav,10M,sx209,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/sx209.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/52M/straightcam/si593.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si593_10M_sx209.wav
2874,52M,si600,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si600.wav,47M,si1013,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si1013.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/52M/straightcam/si600.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si600_47M_si1013.wav
2875,52M,si717,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si717.wav,51F,sx127,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/sx127.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/52M/straightcam/si717.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si717_51F_sx127.wav
2876,52M,si772,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si772.wav,37F,si1607,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si1607.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/52M/straightcam/si772.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si772_37F_si1607.wav
2877,52M,si774,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si774.wav,12M,si1217,/project/pi_mfiterau_umass_edu/TCD_TIMIT/12M/straightcam/si1217.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/52M/straightcam/si774.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si774_12M_si1217.wav
2878,52M,si781,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/si781.wav,59F,sx331,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx331.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/52M/straightcam/si781.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/52M_si781_59F_sx331.wav
